Company,Location,Job_Title,Experience_Level,Skills_Required,CTC(LPA),Hiring_Type,Source,Post_Date,Apply_Link
Wipro,Hyderabad,Technical Support,0-2 Yrs,"JavaScript, React, Node.js",13.5,Full-Time,Glassdoor,2025-10-01,https://www.example.com/apply/wipro/Technical-Support
Tcs,Chennai,Data Analyst,Fresher,"ETL, Data Warehousing",6.3,Internship,Glassdoor,2025-09-24,https://www.example.com/apply/tcs/Data-Analyst
Tech Mahindra,Kolkata,Cloud Engineer,0-2 Yrs,"ETL, Data Warehousing",7.0,Internship,Linkedin,2025-09-03,https://www.example.com/apply/tech mahindra/Cloud-Engineer
Accenture,Chennai,Software Engineer,0-2 Yrs,"ETL, Data Warehousing",12.7,Contract,Glassdoor,2025-10-16,https://www.example.com/apply/accenture/Software-Engineer
Ibm,Chennai,Support Executive,2-5 Yrs,"Customer Support, Voice Process",10.6,Contract,Glassdoor,2025-09-16,https://www.example.com/apply/ibm/Support-Executive
Tcs,Chennai,Devops Engineer,0-2 Yrs,"AI/ML, Deep Learning",8.2,Internship,Linkedin,2025-09-12,https://www.example.com/apply/tcs/DevOps-Engineer
Hcl,Ahmedabad,Business Analyst,Fresher,Automation Testing,3.5,Full-Time,Glassdoor,2025-09-28,https://www.example.com/apply/hcl/Business-Analyst
Tech Mahindra,Hyderabad,Data Analyst,Fresher,"ETL, Data Warehousing",14.8,Contract,Naukri,2025-09-01,https://www.example.com/apply/tech mahindra/Data-Analyst
Ibm,Noida,Technical Support,Fresher,Automation Testing,13.0,Full-Time,Glassdoor,2025-10-20,https://www.example.com/apply/ibm/Technical-Support
Infosys,Gurugram,Support Executive,5-10 Yrs,"ETL, Data Warehousing",14.2,Contract,Linkedin,2025-10-06,https://www.example.com/apply/infosys/Support-Executive
Cognizant,Bengaluru,Devops Engineer,Fresher,"Excel, Tableau, SQL",5.8,Full-Time,Indeed,2025-09-01,https://www.example.com/apply/cognizant/DevOps-Engineer
Tcs,Jaipur,Cloud Engineer,5-10 Yrs,"Excel, Tableau, SQL",17.7,Full-Time,Naukri,2025-09-23,https://www.example.com/apply/tcs/Cloud-Engineer
Ibm,Noida,Devops Engineer,Fresher,Automation Testing,9.4,Full-Time,Linkedin,2025-10-04,https://www.example.com/apply/ibm/DevOps-Engineer
Infosys,Pune,System Analyst,5-10 Yrs,"JavaScript, React, Node.js",16.4,Internship,Linkedin,2025-09-18,https://www.example.com/apply/infosys/System-Analyst
Capgemini,Pune,Cloud Engineer,2-5 Yrs,"AI/ML, Deep Learning",10.7,Full-Time,Indeed,2025-09-25,https://www.example.com/apply/capgemini/Cloud-Engineer
Tech Mahindra,Jaipur,Process Associate,Fresher,"ETL, Data Warehousing",10.7,Internship,Naukri,2025-09-05,https://www.example.com/apply/tech mahindra/Process-Associate
Tech Mahindra,Jaipur,Technical Support,2-5 Yrs,"Customer Support, Voice Process",9.9,Internship,Indeed,2025-09-30,https://www.example.com/apply/tech mahindra/Technical-Support
Infosys,Noida,Process Associate,0-2 Yrs,"Java, Spring Boot",9.9,Internship,Glassdoor,2025-10-20,https://www.example.com/apply/infosys/Process-Associate
Ltimindtree,Hyderabad,Cloud Engineer,Fresher,"ETL, Data Warehousing",19.1,Contract,Naukri,2025-10-18,https://www.example.com/apply/ltimindtree/Cloud-Engineer
Tcs,Bengaluru,Support Executive,0-2 Yrs,"JavaScript, React, Node.js",13.1,Internship,Glassdoor,2025-10-05,https://www.example.com/apply/tcs/Support-Executive
Wipro,Pune,System Analyst,0-2 Yrs,"Excel, Tableau, SQL",15.4,Full-Time,Linkedin,2025-10-06,https://www.example.com/apply/wipro/System-Analyst
Wipro,Gurugram,Process Associate,Fresher,"JavaScript, React, Node.js",19.1,Full-Time,Naukri,2025-09-12,https://www.example.com/apply/wipro/Process-Associate
Capgemini,Ahmedabad,Technical Support,Fresher,"Linux, Networking, Troubleshooting",16.0,Contract,Linkedin,2025-10-02,https://www.example.com/apply/capgemini/Technical-Support
Ibm,Jaipur,Technical Support,2-5 Yrs,Automation Testing,18.9,Contract,Glassdoor,2025-09-26,https://www.example.com/apply/ibm/Technical-Support
Hcl,Ahmedabad,Business Analyst,2-5 Yrs,"Python, SQL, Power BI",13.4,Contract,Linkedin,2025-10-13,https://www.example.com/apply/hcl/Business-Analyst
Cognizant,Mumbai,Devops Engineer,5-10 Yrs,"Excel, Tableau, SQL",6.4,Full-Time,Glassdoor,2025-10-19,https://www.example.com/apply/cognizant/DevOps-Engineer
Tcs,Kolkata,Cloud Engineer,2-5 Yrs,Automation Testing,6.8,Contract,Linkedin,2025-09-13,https://www.example.com/apply/tcs/Cloud-Engineer
Hcl,Gurugram,Test Engineer,5-10 Yrs,Automation Testing,5.8,Full-Time,Linkedin,2025-09-18,https://www.example.com/apply/hcl/Test-Engineer
Tech Mahindra,Ahmedabad,System Analyst,5-10 Yrs,"Linux, Networking, Troubleshooting",16.0,Full-Time,Indeed,2025-10-05,https://www.example.com/apply/tech mahindra/System-Analyst
Tcs,Noida,Devops Engineer,2-5 Yrs,"Java, Spring Boot",17.1,Internship,Linkedin,2025-09-25,https://www.example.com/apply/tcs/DevOps-Engineer
Accenture,Chennai,Cloud Engineer,2-5 Yrs,"AWS, Azure, DevOps",19.1,Full-Time,Glassdoor,2025-10-14,https://www.example.com/apply/accenture/Cloud-Engineer
Tcs,Pune,Data Analyst,0-2 Yrs,Automation Testing,2.6,Contract,Naukri,2025-09-08,https://www.example.com/apply/tcs/Data-Analyst
Capgemini,Bengaluru,Technical Support,Fresher,Automation Testing,3.2,Full-Time,Indeed,2025-10-14,https://www.example.com/apply/capgemini/Technical-Support
Accenture,Noida,Test Engineer,Fresher,"Linux, Networking, Troubleshooting",10.8,Contract,Indeed,2025-09-23,https://www.example.com/apply/accenture/Test-Engineer
Tcs,Pune,Cloud Engineer,0-2 Yrs,"AI/ML, Deep Learning",7.2,Contract,Naukri,2025-10-11,https://www.example.com/apply/tcs/Cloud-Engineer
Ibm,Kolkata,Process Associate,2-5 Yrs,"Python, SQL, Power BI",13.3,Full-Time,Glassdoor,2025-10-09,https://www.example.com/apply/ibm/Process-Associate
Infosys,Chennai,Cloud Engineer,2-5 Yrs,"AWS, Azure, DevOps",13.8,Full-Time,Indeed,2025-09-09,https://www.example.com/apply/infosys/Cloud-Engineer
Infosys,Mumbai,Business Analyst,2-5 Yrs,"ETL, Data Warehousing",8.0,Internship,Indeed,2025-10-19,https://www.example.com/apply/infosys/Business-Analyst
Accenture,Jaipur,Test Engineer,0-2 Yrs,Automation Testing,8.1,Contract,Indeed,2025-10-08,https://www.example.com/apply/accenture/Test-Engineer
Cognizant,Mumbai,System Analyst,2-5 Yrs,"AWS, Azure, DevOps",18.5,Full-Time,Linkedin,2025-10-04,https://www.example.com/apply/cognizant/System-Analyst
Wipro,Noida,System Analyst,0-2 Yrs,"Linux, Networking, Troubleshooting",5.3,Full-Time,Linkedin,2025-10-06,https://www.example.com/apply/wipro/System-Analyst
Capgemini,Bengaluru,Technical Support,5-10 Yrs,"ETL, Data Warehousing",9.8,Full-Time,Indeed,2025-10-08,https://www.example.com/apply/capgemini/Technical-Support
Ibm,Gurugram,Technical Support,Fresher,"ETL, Data Warehousing",8.0,Contract,Linkedin,2025-09-23,https://www.example.com/apply/ibm/Technical-Support
Infosys,Mumbai,Process Associate,Fresher,"ETL, Data Warehousing",11.5,Contract,Glassdoor,2025-09-09,https://www.example.com/apply/infosys/Process-Associate
Infosys,Jaipur,Devops Engineer,Fresher,"Java, Spring Boot",4.9,Contract,Indeed,2025-09-06,https://www.example.com/apply/infosys/DevOps-Engineer
Tcs,Bengaluru,Support Executive,2-5 Yrs,"Customer Support, Voice Process",8.8,Contract,Naukri,2025-09-18,https://www.example.com/apply/tcs/Support-Executive
Wipro,Bengaluru,Support Executive,5-10 Yrs,"Excel, Tableau, SQL",13.5,Contract,Linkedin,2025-09-06,https://www.example.com/apply/wipro/Support-Executive
Wipro,Pune,Test Engineer,5-10 Yrs,"Linux, Networking, Troubleshooting",9.8,Internship,Indeed,2025-09-08,https://www.example.com/apply/wipro/Test-Engineer
Capgemini,Noida,Process Associate,5-10 Yrs,"AWS, Azure, DevOps",3.4,Internship,Linkedin,2025-10-12,https://www.example.com/apply/capgemini/Process-Associate
Infosys,Mumbai,Devops Engineer,2-5 Yrs,"Excel, Tableau, SQL",6.9,Contract,Glassdoor,2025-09-15,https://www.example.com/apply/infosys/DevOps-Engineer
Accenture,Mumbai,Business Analyst,5-10 Yrs,"AWS, Azure, DevOps",18.9,Contract,Glassdoor,2025-09-26,https://www.example.com/apply/accenture/Business-Analyst
Ltimindtree,Hyderabad,Support Executive,5-10 Yrs,"AI/ML, Deep Learning",19.1,Contract,Naukri,2025-09-07,https://www.example.com/apply/ltimindtree/Support-Executive
Capgemini,Hyderabad,Process Associate,2-5 Yrs,Automation Testing,12.8,Contract,Linkedin,2025-09-11,https://www.example.com/apply/capgemini/Process-Associate
Tcs,Hyderabad,System Analyst,Fresher,"Excel, Tableau, SQL",8.1,Internship,Naukri,2025-09-17,https://www.example.com/apply/tcs/System-Analyst
Infosys,Noida,Software Engineer,0-2 Yrs,Automation Testing,9.2,Contract,Naukri,2025-10-03,https://www.example.com/apply/infosys/Software-Engineer
Tcs,Hyderabad,Data Analyst,0-2 Yrs,Automation Testing,10.4,Full-Time,Linkedin,2025-09-24,https://www.example.com/apply/tcs/Data-Analyst
Wipro,Noida,Devops Engineer,5-10 Yrs,"Customer Support, Voice Process",11.9,Full-Time,Glassdoor,2025-09-23,https://www.example.com/apply/wipro/DevOps-Engineer
Tcs,Bengaluru,Business Analyst,2-5 Yrs,"Java, Spring Boot",18.9,Full-Time,Linkedin,2025-10-20,https://www.example.com/apply/tcs/Business-Analyst
Infosys,Mumbai,Technical Support,Fresher,"ETL, Data Warehousing",3.1,Contract,Linkedin,2025-10-18,https://www.example.com/apply/infosys/Technical-Support
Cognizant,Hyderabad,Process Associate,0-2 Yrs,"Python, SQL, Power BI",3.6,Full-Time,Naukri,2025-10-05,https://www.example.com/apply/cognizant/Process-Associate
Ltimindtree,Kolkata,Business Analyst,Fresher,Automation Testing,14.4,Contract,Glassdoor,2025-09-24,https://www.example.com/apply/ltimindtree/Business-Analyst
Capgemini,Kolkata,Technical Support,2-5 Yrs,"ETL, Data Warehousing",15.3,Full-Time,Glassdoor,2025-09-16,https://www.example.com/apply/capgemini/Technical-Support
Ltimindtree,Noida,Test Engineer,2-5 Yrs,"ETL, Data Warehousing",13.6,Contract,Indeed,2025-09-11,https://www.example.com/apply/ltimindtree/Test-Engineer
Infosys,Kolkata,Business Analyst,0-2 Yrs,"Excel, Tableau, SQL",18.1,Internship,Indeed,2025-09-22,https://www.example.com/apply/infosys/Business-Analyst
Tech Mahindra,Mumbai,Business Analyst,2-5 Yrs,"Linux, Networking, Troubleshooting",5.3,Full-Time,Glassdoor,2025-09-16,https://www.example.com/apply/tech mahindra/Business-Analyst
Wipro,Jaipur,Business Analyst,Fresher,"Linux, Networking, Troubleshooting",10.0,Internship,Naukri,2025-09-14,https://www.example.com/apply/wipro/Business-Analyst
Capgemini,Pune,Data Analyst,Fresher,"ETL, Data Warehousing",19.1,Internship,Naukri,2025-10-01,https://www.example.com/apply/capgemini/Data-Analyst
Tcs,Bengaluru,Business Analyst,0-2 Yrs,"Customer Support, Voice Process",8.9,Full-Time,Naukri,2025-09-21,https://www.example.com/apply/tcs/Business-Analyst
Wipro,Gurugram,Process Associate,2-5 Yrs,Automation Testing,9.5,Contract,Linkedin,2025-10-16,https://www.example.com/apply/wipro/Process-Associate
Tech Mahindra,Gurugram,Data Analyst,2-5 Yrs,"AI/ML, Deep Learning",2.6,Contract,Glassdoor,2025-09-21,https://www.example.com/apply/tech mahindra/Data-Analyst
Infosys,Pune,Devops Engineer,2-5 Yrs,"Java, Spring Boot",15.3,Full-Time,Glassdoor,2025-10-05,https://www.example.com/apply/infosys/DevOps-Engineer
Wipro,Noida,Support Executive,0-2 Yrs,Automation Testing,15.2,Contract,Linkedin,2025-09-24,https://www.example.com/apply/wipro/Support-Executive
Tcs,Kolkata,Technical Support,5-10 Yrs,"AI/ML, Deep Learning",14.7,Full-Time,Linkedin,2025-10-01,https://www.example.com/apply/tcs/Technical-Support
Tcs,Ahmedabad,Cloud Engineer,5-10 Yrs,"Excel, Tableau, SQL",9.8,Contract,Linkedin,2025-10-12,https://www.example.com/apply/tcs/Cloud-Engineer
Tech Mahindra,Bengaluru,Data Analyst,2-5 Yrs,"Python, SQL, Power BI",18.5,Contract,Linkedin,2025-09-13,https://www.example.com/apply/tech mahindra/Data-Analyst
Infosys,Jaipur,Data Analyst,Fresher,"Customer Support, Voice Process",6.1,Internship,Naukri,2025-10-02,https://www.example.com/apply/infosys/Data-Analyst
Wipro,Hyderabad,System Analyst,0-2 Yrs,Automation Testing,5.1,Internship,Glassdoor,2025-10-17,https://www.example.com/apply/wipro/System-Analyst
Accenture,Pune,Technical Support,0-2 Yrs,"Customer Support, Voice Process",12.6,Full-Time,Indeed,2025-10-08,https://www.example.com/apply/accenture/Technical-Support
Ibm,Chennai,Software Engineer,2-5 Yrs,"AI/ML, Deep Learning",19.7,Internship,Glassdoor,2025-09-26,https://www.example.com/apply/ibm/Software-Engineer
Cognizant,Kolkata,Cloud Engineer,0-2 Yrs,"ETL, Data Warehousing",13.9,Internship,Glassdoor,2025-10-08,https://www.example.com/apply/cognizant/Cloud-Engineer
Wipro,Chennai,Software Engineer,5-10 Yrs,"AWS, Azure, DevOps",19.1,Full-Time,Naukri,2025-09-09,https://www.example.com/apply/wipro/Software-Engineer
Wipro,Gurugram,Data Analyst,0-2 Yrs,"Java, Spring Boot",17.2,Internship,Glassdoor,2025-09-06,https://www.example.com/apply/wipro/Data-Analyst
Capgemini,Kolkata,Cloud Engineer,Fresher,"Linux, Networking, Troubleshooting",11.6,Full-Time,Linkedin,2025-09-05,https://www.example.com/apply/capgemini/Cloud-Engineer
Wipro,Mumbai,Devops Engineer,2-5 Yrs,"Python, SQL, Power BI",16.6,Contract,Linkedin,2025-09-23,https://www.example.com/apply/wipro/DevOps-Engineer
Infosys,Ahmedabad,Business Analyst,Fresher,"Java, Spring Boot",5.1,Contract,Linkedin,2025-10-12,https://www.example.com/apply/infosys/Business-Analyst
Cognizant,Gurugram,Technical Support,Fresher,"ETL, Data Warehousing",5.2,Contract,Glassdoor,2025-10-21,https://www.example.com/apply/cognizant/Technical-Support
Ltimindtree,Bengaluru,System Analyst,2-5 Yrs,"ETL, Data Warehousing",9.4,Contract,Glassdoor,2025-09-19,https://www.example.com/apply/ltimindtree/System-Analyst
Tcs,Chennai,Technical Support,Fresher,"Excel, Tableau, SQL",19.3,Internship,Indeed,2025-10-06,https://www.example.com/apply/tcs/Technical-Support
Capgemini,Gurugram,Business Analyst,0-2 Yrs,"JavaScript, React, Node.js",19.7,Contract,Linkedin,2025-10-21,https://www.example.com/apply/capgemini/Business-Analyst
Accenture,Mumbai,System Analyst,5-10 Yrs,"Java, Spring Boot",8.9,Internship,Indeed,2025-09-01,https://www.example.com/apply/accenture/System-Analyst
Wipro,Noida,Data Analyst,2-5 Yrs,"Java, Spring Boot",11.2,Internship,Linkedin,2025-09-07,https://www.example.com/apply/wipro/Data-Analyst
Accenture,Noida,Software Engineer,0-2 Yrs,"Java, Spring Boot",13.7,Full-Time,Indeed,2025-09-22,https://www.example.com/apply/accenture/Software-Engineer
Ibm,Kolkata,Data Analyst,5-10 Yrs,"AI/ML, Deep Learning",10.5,Internship,Naukri,2025-10-02,https://www.example.com/apply/ibm/Data-Analyst
Wipro,Mumbai,Devops Engineer,2-5 Yrs,"JavaScript, React, Node.js",9.8,Internship,Linkedin,2025-09-14,https://www.example.com/apply/wipro/DevOps-Engineer
Wipro,Gurugram,Test Engineer,2-5 Yrs,"Customer Support, Voice Process",12.2,Full-Time,Naukri,2025-09-16,https://www.example.com/apply/wipro/Test-Engineer
Tech Mahindra,Kolkata,Cloud Engineer,Fresher,"Java, Spring Boot",16.7,Full-Time,Linkedin,2025-09-17,https://www.example.com/apply/tech mahindra/Cloud-Engineer
Ltimindtree,Chennai,Business Analyst,2-5 Yrs,"AWS, Azure, DevOps",8.1,Internship,Linkedin,2025-09-13,https://www.example.com/apply/ltimindtree/Business-Analyst
Tech Mahindra,Bengaluru,Test Engineer,Fresher,"AI/ML, Deep Learning",16.3,Full-Time,Glassdoor,2025-10-03,https://www.example.com/apply/tech mahindra/Test-Engineer
Cognizant,Gurugram,Support Executive,2-5 Yrs,"Python, SQL, Power BI",19.3,Full-Time,Glassdoor,2025-09-03,https://www.example.com/apply/cognizant/Support-Executive
Tech Mahindra,Mumbai,Devops Engineer,5-10 Yrs,Automation Testing,9.7,Full-Time,Indeed,2025-09-12,https://www.example.com/apply/tech mahindra/DevOps-Engineer
Tech Mahindra,Hyderabad,Data Analyst,Fresher,"AI/ML, Deep Learning",5.9,Internship,Indeed,2025-10-11,https://www.example.com/apply/tech mahindra/Data-Analyst
Capgemini,Hyderabad,Data Analyst,Fresher,"Linux, Networking, Troubleshooting",16.6,Full-Time,Indeed,2025-09-27,https://www.example.com/apply/capgemini/Data-Analyst
Wipro,Noida,Cloud Engineer,0-2 Yrs,"Python, SQL, Power BI",3.6,Internship,Linkedin,2025-10-06,https://www.example.com/apply/wipro/Cloud-Engineer
Capgemini,Noida,Test Engineer,5-10 Yrs,"Python, SQL, Power BI",14.3,Contract,Glassdoor,2025-09-16,https://www.example.com/apply/capgemini/Test-Engineer
Wipro,Jaipur,Technical Support,5-10 Yrs,"Java, Spring Boot",16.8,Full-Time,Naukri,2025-10-18,https://www.example.com/apply/wipro/Technical-Support
Capgemini,Pune,Test Engineer,5-10 Yrs,"Customer Support, Voice Process",14.0,Internship,Indeed,2025-09-12,https://www.example.com/apply/capgemini/Test-Engineer
Hcl,Gurugram,Business Analyst,0-2 Yrs,"Customer Support, Voice Process",18.1,Contract,Indeed,2025-09-05,https://www.example.com/apply/hcl/Business-Analyst
Tcs,Noida,Data Analyst,Fresher,"Python, SQL, Power BI",4.9,Full-Time,Naukri,2025-09-11,https://www.example.com/apply/tcs/Data-Analyst
Wipro,Bengaluru,Data Analyst,Fresher,"Linux, Networking, Troubleshooting",11.1,Full-Time,Linkedin,2025-09-09,https://www.example.com/apply/wipro/Data-Analyst
Cognizant,Noida,Test Engineer,0-2 Yrs,"JavaScript, React, Node.js",11.9,Contract,Indeed,2025-10-09,https://www.example.com/apply/cognizant/Test-Engineer
Accenture,Chennai,System Analyst,Fresher,"Java, Spring Boot",4.6,Internship,Naukri,2025-10-10,https://www.example.com/apply/accenture/System-Analyst
Accenture,Ahmedabad,Technical Support,5-10 Yrs,"AI/ML, Deep Learning",16.2,Contract,Glassdoor,2025-09-29,https://www.example.com/apply/accenture/Technical-Support
Hcl,Mumbai,Cloud Engineer,5-10 Yrs,"Python, SQL, Power BI",11.8,Contract,Linkedin,2025-10-16,https://www.example.com/apply/hcl/Cloud-Engineer
Accenture,Kolkata,Software Engineer,Fresher,"JavaScript, React, Node.js",3.9,Contract,Glassdoor,2025-10-10,https://www.example.com/apply/accenture/Software-Engineer
Capgemini,Pune,Support Executive,0-2 Yrs,Automation Testing,7.7,Contract,Linkedin,2025-09-09,https://www.example.com/apply/capgemini/Support-Executive
Infosys,Pune,Data Analyst,5-10 Yrs,"Excel, Tableau, SQL",5.8,Internship,Linkedin,2025-09-26,https://www.example.com/apply/infosys/Data-Analyst
Wipro,Kolkata,Test Engineer,2-5 Yrs,Automation Testing,11.2,Internship,Glassdoor,2025-09-06,https://www.example.com/apply/wipro/Test-Engineer
Tcs,Kolkata,Support Executive,2-5 Yrs,Automation Testing,3.2,Contract,Indeed,2025-10-12,https://www.example.com/apply/tcs/Support-Executive
Ltimindtree,Pune,Software Engineer,0-2 Yrs,"JavaScript, React, Node.js",2.5,Internship,Naukri,2025-09-07,https://www.example.com/apply/ltimindtree/Software-Engineer
Infosys,Noida,Cloud Engineer,5-10 Yrs,"Excel, Tableau, SQL",5.9,Full-Time,Indeed,2025-09-07,https://www.example.com/apply/infosys/Cloud-Engineer
Cognizant,Gurugram,Support Executive,5-10 Yrs,"AI/ML, Deep Learning",8.5,Contract,Glassdoor,2025-09-22,https://www.example.com/apply/cognizant/Support-Executive
Accenture,Pune,Process Associate,5-10 Yrs,"AWS, Azure, DevOps",14.7,Contract,Naukri,2025-09-26,https://www.example.com/apply/accenture/Process-Associate
Hcl,Gurugram,Devops Engineer,0-2 Yrs,"ETL, Data Warehousing",19.9,Internship,Glassdoor,2025-10-02,https://www.example.com/apply/hcl/DevOps-Engineer
Tech Mahindra,Chennai,System Analyst,2-5 Yrs,"JavaScript, React, Node.js",19.8,Contract,Indeed,2025-09-30,https://www.example.com/apply/tech mahindra/System-Analyst
Tcs,Ahmedabad,Process Associate,5-10 Yrs,"ETL, Data Warehousing",17.4,Internship,Indeed,2025-10-07,https://www.example.com/apply/tcs/Process-Associate
Hcl,Ahmedabad,Business Analyst,2-5 Yrs,"Linux, Networking, Troubleshooting",5.5,Contract,Linkedin,2025-10-12,https://www.example.com/apply/hcl/Business-Analyst
Wipro,Kolkata,System Analyst,5-10 Yrs,"Customer Support, Voice Process",8.5,Internship,Indeed,2025-10-14,https://www.example.com/apply/wipro/System-Analyst
Ibm,Chennai,Cloud Engineer,2-5 Yrs,"Excel, Tableau, SQL",16.9,Internship,Glassdoor,2025-10-09,https://www.example.com/apply/ibm/Cloud-Engineer
Infosys,Kolkata,Support Executive,5-10 Yrs,"AI/ML, Deep Learning",13.4,Contract,Glassdoor,2025-09-23,https://www.example.com/apply/infosys/Support-Executive
Tcs,Gurugram,Support Executive,5-10 Yrs,Automation Testing,17.8,Full-Time,Naukri,2025-10-17,https://www.example.com/apply/tcs/Support-Executive
Tcs,Kolkata,Support Executive,2-5 Yrs,"Linux, Networking, Troubleshooting",11.7,Contract,Glassdoor,2025-10-06,https://www.example.com/apply/tcs/Support-Executive
Tech Mahindra,Chennai,Software Engineer,Fresher,"Java, Spring Boot",17.3,Full-Time,Linkedin,2025-10-07,https://www.example.com/apply/tech mahindra/Software-Engineer
Ltimindtree,Noida,Devops Engineer,2-5 Yrs,"AI/ML, Deep Learning",12.0,Full-Time,Linkedin,2025-10-12,https://www.example.com/apply/ltimindtree/DevOps-Engineer
Infosys,Bengaluru,System Analyst,0-2 Yrs,"Excel, Tableau, SQL",17.8,Contract,Linkedin,2025-09-04,https://www.example.com/apply/infosys/System-Analyst
Ibm,Kolkata,Cloud Engineer,Fresher,"Customer Support, Voice Process",13.3,Contract,Linkedin,2025-09-24,https://www.example.com/apply/ibm/Cloud-Engineer
Infosys,Kolkata,Software Engineer,2-5 Yrs,"ETL, Data Warehousing",10.2,Internship,Indeed,2025-09-13,https://www.example.com/apply/infosys/Software-Engineer
Accenture,Mumbai,Business Analyst,Fresher,"AWS, Azure, DevOps",10.5,Full-Time,Indeed,2025-10-11,https://www.example.com/apply/accenture/Business-Analyst
Wipro,Bengaluru,Software Engineer,Fresher,"Java, Spring Boot",13.6,Internship,Naukri,2025-09-15,https://www.example.com/apply/wipro/Software-Engineer
Hcl,Noida,Business Analyst,5-10 Yrs,"Python, SQL, Power BI",8.2,Internship,Naukri,2025-09-07,https://www.example.com/apply/hcl/Business-Analyst
Capgemini,Mumbai,System Analyst,0-2 Yrs,Automation Testing,15.0,Internship,Linkedin,2025-09-15,https://www.example.com/apply/capgemini/System-Analyst
Tcs,Mumbai,Business Analyst,Fresher,"ETL, Data Warehousing",17.8,Contract,Indeed,2025-09-21,https://www.example.com/apply/tcs/Business-Analyst
Ltimindtree,Jaipur,Devops Engineer,0-2 Yrs,Automation Testing,16.5,Full-Time,Glassdoor,2025-10-01,https://www.example.com/apply/ltimindtree/DevOps-Engineer
Tcs,Jaipur,System Analyst,5-10 Yrs,"ETL, Data Warehousing",10.1,Internship,Glassdoor,2025-09-18,https://www.example.com/apply/tcs/System-Analyst
Ibm,Kolkata,Test Engineer,Fresher,"Java, Spring Boot",4.2,Contract,Naukri,2025-09-25,https://www.example.com/apply/ibm/Test-Engineer
Tcs,Bengaluru,Process Associate,5-10 Yrs,"AI/ML, Deep Learning",18.0,Internship,Linkedin,2025-10-20,https://www.example.com/apply/tcs/Process-Associate
Tech Mahindra,Chennai,Test Engineer,0-2 Yrs,"AI/ML, Deep Learning",15.2,Full-Time,Naukri,2025-09-02,https://www.example.com/apply/tech mahindra/Test-Engineer
Tcs,Pune,Process Associate,5-10 Yrs,"Python, SQL, Power BI",15.0,Internship,Indeed,2025-09-17,https://www.example.com/apply/tcs/Process-Associate
Infosys,Gurugram,Devops Engineer,2-5 Yrs,"Linux, Networking, Troubleshooting",17.5,Contract,Glassdoor,2025-09-15,https://www.example.com/apply/infosys/DevOps-Engineer
Wipro,Kolkata,Data Analyst,5-10 Yrs,"AI/ML, Deep Learning",18.7,Internship,Glassdoor,2025-09-15,https://www.example.com/apply/wipro/Data-Analyst
Wipro,Noida,Technical Support,5-10 Yrs,"Linux, Networking, Troubleshooting",6.8,Contract,Glassdoor,2025-10-17,https://www.example.com/apply/wipro/Technical-Support
Tcs,Gurugram,Devops Engineer,0-2 Yrs,"ETL, Data Warehousing",11.8,Contract,Naukri,2025-10-11,https://www.example.com/apply/tcs/DevOps-Engineer
Wipro,Hyderabad,Cloud Engineer,0-2 Yrs,"Linux, Networking, Troubleshooting",14.2,Full-Time,Naukri,2025-09-01,https://www.example.com/apply/wipro/Cloud-Engineer
Cognizant,Pune,Process Associate,2-5 Yrs,"Customer Support, Voice Process",6.1,Contract,Glassdoor,2025-10-06,https://www.example.com/apply/cognizant/Process-Associate
Tcs,Kolkata,Cloud Engineer,2-5 Yrs,"Python, SQL, Power BI",6.0,Internship,Naukri,2025-09-11,https://www.example.com/apply/tcs/Cloud-Engineer
Infosys,Gurugram,System Analyst,Fresher,"Python, SQL, Power BI",9.9,Full-Time,Glassdoor,2025-10-06,https://www.example.com/apply/infosys/System-Analyst
Infosys,Chennai,System Analyst,0-2 Yrs,"AI/ML, Deep Learning",4.2,Full-Time,Naukri,2025-09-12,https://www.example.com/apply/infosys/System-Analyst
Tech Mahindra,Mumbai,System Analyst,Fresher,"Customer Support, Voice Process",15.2,Contract,Naukri,2025-10-15,https://www.example.com/apply/tech mahindra/System-Analyst
Wipro,Noida,Support Executive,Fresher,"AWS, Azure, DevOps",9.8,Internship,Indeed,2025-10-09,https://www.example.com/apply/wipro/Support-Executive
Tcs,Jaipur,Devops Engineer,Fresher,"ETL, Data Warehousing",17.9,Full-Time,Indeed,2025-10-12,https://www.example.com/apply/tcs/DevOps-Engineer
Capgemini,Gurugram,Devops Engineer,5-10 Yrs,"ETL, Data Warehousing",8.3,Internship,Linkedin,2025-09-20,https://www.example.com/apply/capgemini/DevOps-Engineer
Tech Mahindra,Gurugram,Process Associate,2-5 Yrs,"Linux, Networking, Troubleshooting",4.8,Internship,Linkedin,2025-09-20,https://www.example.com/apply/tech mahindra/Process-Associate
Tech Mahindra,Noida,Business Analyst,5-10 Yrs,Automation Testing,7.6,Full-Time,Glassdoor,2025-10-04,https://www.example.com/apply/tech mahindra/Business-Analyst
Tcs,Chennai,Business Analyst,5-10 Yrs,"Customer Support, Voice Process",9.4,Internship,Linkedin,2025-09-15,https://www.example.com/apply/tcs/Business-Analyst
Tcs,Hyderabad,Software Engineer,Fresher,"AI/ML, Deep Learning",12.1,Contract,Indeed,2025-10-15,https://www.example.com/apply/tcs/Software-Engineer
Tcs,Mumbai,Test Engineer,0-2 Yrs,"AWS, Azure, DevOps",10.3,Full-Time,Glassdoor,2025-09-04,https://www.example.com/apply/tcs/Test-Engineer
